,URL,amount,nutrient,recipe
12,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/,4mg,Iron,Roast Sticky Chicken-Rotisserie Style
13,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/,0mg,Thiamin,Roast Sticky Chicken-Rotisserie Style
14,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/,19mg,Niacin,Roast Sticky Chicken-Rotisserie Style
15,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/,1mg,Vitamin B6,Roast Sticky Chicken-Rotisserie Style
16,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/,56mg,Magnesium,Roast Sticky Chicken-Rotisserie Style
17,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/,20mcg,Folate,Roast Sticky Chicken-Rotisserie Style
0,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,30.7g,Total Fat,Rosemary Ranch Chicken Kabobs
1,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,5.0g,Saturated Fat,Rosemary Ranch Chicken Kabobs
2,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,59mg,Cholesterol,Rosemary Ranch Chicken Kabobs
3,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,1097mg,Sodium,Rosemary Ranch Chicken Kabobs
4,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,244mg,Potassium,Rosemary Ranch Chicken Kabobs
5,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,4.8g,Total Carbohydrates,Rosemary Ranch Chicken Kabobs
6,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,0.1g,Dietary Fiber,Rosemary Ranch Chicken Kabobs
7,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,19.9g,Protein,Rosemary Ranch Chicken Kabobs
8,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,4g,Sugars,Rosemary Ranch Chicken Kabobs
9,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,36IU,Vitamin A,Rosemary Ranch Chicken Kabobs
10,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,2mg,Vitamin C,Rosemary Ranch Chicken Kabobs
11,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,26mg,Calcium,Rosemary Ranch Chicken Kabobs
12,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,1mg,Iron,Rosemary Ranch Chicken Kabobs
13,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,0mg,Thiamin,Rosemary Ranch Chicken Kabobs
14,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,13mg,Niacin,Rosemary Ranch Chicken Kabobs
15,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,0mg,Vitamin B6,Rosemary Ranch Chicken Kabobs
16,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,20mg,Magnesium,Rosemary Ranch Chicken Kabobs
17,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,4mcg,Folate,Rosemary Ranch Chicken Kabobs
0,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,18.1g,Total Fat,Easy Slow Cooker French Dip
1,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,7.0g,Saturated Fat,Easy Slow Cooker French Dip
2,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,96mg,Cholesterol,Easy Slow Cooker French Dip
3,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,661mg,Sodium,Easy Slow Cooker French Dip
4,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,504mg,Potassium,Easy Slow Cooker French Dip
5,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,19.6g,Total Carbohydrates,Easy Slow Cooker French Dip
6,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,0.9g,Dietary Fiber,Easy Slow Cooker French Dip
7,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,39.1g,Protein,Easy Slow Cooker French Dip
8,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,1g,Sugars,Easy Slow Cooker French Dip
9,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,79IU,Vitamin A,Easy Slow Cooker French Dip
10,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,0mg,Vitamin C,Easy Slow Cooker French Dip
11,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,58mg,Calcium,Easy Slow Cooker French Dip
12,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,4mg,Iron,Easy Slow Cooker French Dip
13,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,0mg,Thiamin,Easy Slow Cooker French Dip
14,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,12mg,Niacin,Easy Slow Cooker French Dip
15,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,0mg,Vitamin B6,Easy Slow Cooker French Dip
16,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,32mg,Magnesium,Easy Slow Cooker French Dip
17,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,51mcg,Folate,Easy Slow Cooker French Dip
0,https://www.allrecipes.com/recipe/16881/burrito-pie/,23.9g,Total Fat,Burrito Pie
1,https://www.allrecipes.com/recipe/16881/burrito-pie/,10.0g,Saturated Fat,Burrito Pie
2,https://www.allrecipes.com/recipe/16881/burrito-pie/,68mg,Cholesterol,Burrito Pie
3,https://www.allrecipes.com/recipe/16881/burrito-pie/,847mg,Sodium,Burrito Pie
4,https://www.allrecipes.com/recipe/16881/burrito-pie/,388mg,Potassium,Burrito Pie
5,https://www.allrecipes.com/recipe/16881/burrito-pie/,33.3g,Total Carbohydrates,Burrito Pie
6,https://www.allrecipes.com/recipe/16881/burrito-pie/,4.7g,Dietary Fiber,Burrito Pie
7,https://www.allrecipes.com/recipe/16881/burrito-pie/,19.8g,Protein,Burrito Pie
8,https://www.allrecipes.com/recipe/16881/burrito-pie/,1g,Sugars,Burrito Pie
9,https://www.allrecipes.com/recipe/16881/burrito-pie/,252IU,Vitamin A,Burrito Pie
10,https://www.allrecipes.com/recipe/16881/burrito-pie/,8mg,Vitamin C,Burrito Pie
11,https://www.allrecipes.com/recipe/16881/burrito-pie/,159mg,Calcium,Burrito Pie
12,https://www.allrecipes.com/recipe/16881/burrito-pie/,3mg,Iron,Burrito Pie
13,https://www.allrecipes.com/recipe/16881/burrito-pie/,0mg,Thiamin,Burrito Pie
14,https://www.allrecipes.com/recipe/16881/burrito-pie/,8mg,Niacin,Burrito Pie
15,https://www.allrecipes.com/recipe/16881/burrito-pie/,0mg,Vitamin B6,Burrito Pie
16,https://www.allrecipes.com/recipe/16881/burrito-pie/,45mg,Magnesium,Burrito Pie
17,https://www.allrecipes.com/recipe/16881/burrito-pie/,62mcg,Folate,Burrito Pie
0,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,16.8g,Total Fat,Meatball Nirvana
1,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,7.0g,Saturated Fat,Meatball Nirvana
2,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,95mg,Cholesterol,Meatball Nirvana
3,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,940mg,Sodium,Meatball Nirvana
4,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,513mg,Potassium,Meatball Nirvana
5,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,15.3g,Total Carbohydrates,Meatball Nirvana
6,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,1.5g,Dietary Fiber,Meatball Nirvana
7,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,31g,Protein,Meatball Nirvana
8,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,3g,Sugars,Meatball Nirvana
9,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,391IU,Vitamin A,Meatball Nirvana
10,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,4mg,Vitamin C,Meatball Nirvana
11,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,142mg,Calcium,Meatball Nirvana
12,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,7mg,Iron,Meatball Nirvana
13,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,0mg,Thiamin,Meatball Nirvana
14,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,7mg,Niacin,Meatball Nirvana
15,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,0mg,Vitamin B6,Meatball Nirvana
16,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,43mg,Magnesium,Meatball Nirvana
17,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,36mcg,Folate,Meatball Nirvana
0,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,42.1g,Total Fat,"Bow Ties with Sausage, Tomatoes and Cream"
1,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,20.0g,Saturated Fat,"Bow Ties with Sausage, Tomatoes and Cream"
2,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,111mg,Cholesterol,"Bow Ties with Sausage, Tomatoes and Cream"
3,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,1088mg,Sodium,"Bow Ties with Sausage, Tomatoes and Cream"
4,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,350mg,Potassium,"Bow Ties with Sausage, Tomatoes and Cream"
5,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,50.9g,Total Carbohydrates,"Bow Ties with Sausage, Tomatoes and Cream"
6,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,3.4g,Dietary Fiber,"Bow Ties with Sausage, Tomatoes and Cream"
7,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,20.1g,Protein,"Bow Ties with Sausage, Tomatoes and Cream"
8,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,7g,Sugars,"Bow Ties with Sausage, Tomatoes and Cream"
9,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,1693IU,Vitamin A,"Bow Ties with Sausage, Tomatoes and Cream"
10,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,17mg,Vitamin C,"Bow Ties with Sausage, Tomatoes and Cream"
11,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,91mg,Calcium,"Bow Ties with Sausage, Tomatoes and Cream"
12,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,3mg,Iron,"Bow Ties with Sausage, Tomatoes and Cream"
13,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,0mg,Thiamin,"Bow Ties with Sausage, Tomatoes and Cream"
14,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,7mg,Niacin,"Bow Ties with Sausage, Tomatoes and Cream"
15,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,0mg,Vitamin B6,"Bow Ties with Sausage, Tomatoes and Cream"
16,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,43mg,Magnesium,"Bow Ties with Sausage, Tomatoes and Cream"
17,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,121mcg,Folate,"Bow Ties with Sausage, Tomatoes and Cream"
0,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,18.1g,Total Fat,BBQ Pork for Sandwiches
1,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,7.0g,Saturated Fat,BBQ Pork for Sandwiches
2,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,83mg,Cholesterol,BBQ Pork for Sandwiches
3,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,623mg,Sodium,BBQ Pork for Sandwiches
4,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,544mg,Potassium,BBQ Pork for Sandwiches
5,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,15.2g,Total Carbohydrates,BBQ Pork for Sandwiches
6,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,0.3g,Dietary Fiber,BBQ Pork for Sandwiches
7,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,30.2g,Protein,BBQ Pork for Sandwiches
8,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,11g,Sugars,BBQ Pork for Sandwiches
9,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,107IU,Vitamin A,BBQ Pork for Sandwiches
10,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,1mg,Vitamin C,BBQ Pork for Sandwiches
11,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,13mg,Calcium,BBQ Pork for Sandwiches
12,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,1mg,Iron,BBQ Pork for Sandwiches
13,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,1mg,Thiamin,BBQ Pork for Sandwiches
14,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,11mg,Niacin,BBQ Pork for Sandwiches
15,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,0mg,Vitamin B6,BBQ Pork for Sandwiches
16,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,25mg,Magnesium,BBQ Pork for Sandwiches
17,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/,6mcg,Folate,BBQ Pork for Sandwiches
0,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,14.7g,Total Fat,Marinated Grilled Shrimp
1,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,2.0g,Saturated Fat,Marinated Grilled Shrimp
2,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,230mg,Cholesterol,Marinated Grilled Shrimp
3,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,472mg,Sodium,Marinated Grilled Shrimp
4,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,329mg,Potassium,Marinated Grilled Shrimp
5,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,2.8g,Total Carbohydrates,Marinated Grilled Shrimp
6,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,0.2g,Dietary Fiber,Marinated Grilled Shrimp
7,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,31g,Protein,Marinated Grilled Shrimp
8,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,0g,Sugars,Marinated Grilled Shrimp
9,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,386IU,Vitamin A,Marinated Grilled Shrimp
10,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,4mg,Vitamin C,Marinated Grilled Shrimp
11,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,85mg,Calcium,Marinated Grilled Shrimp
12,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,4mg,Iron,Marinated Grilled Shrimp
13,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,0mg,Thiamin,Marinated Grilled Shrimp
14,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,11mg,Niacin,Marinated Grilled Shrimp
15,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,0mg,Vitamin B6,Marinated Grilled Shrimp
16,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,59mg,Magnesium,Marinated Grilled Shrimp
17,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,6mcg,Folate,Marinated Grilled Shrimp
0,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,29g,Total Fat,Baked Dijon Salmon
1,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,10.0g,Saturated Fat,Baked Dijon Salmon
2,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,97mg,Cholesterol,Baked Dijon Salmon
3,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,480mg,Sodium,Baked Dijon Salmon
4,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,500mg,Potassium,Baked Dijon Salmon
5,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,17.6g,Total Carbohydrates,Baked Dijon Salmon
6,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,2.3g,Dietary Fiber,Baked Dijon Salmon
7,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,24.3g,Protein,Baked Dijon Salmon
8,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,7g,Sugars,Baked Dijon Salmon
9,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,528IU,Vitamin A,Baked Dijon Salmon
10,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,27mg,Vitamin C,Baked Dijon Salmon
11,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,53mg,Calcium,Baked Dijon Salmon
12,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,1mg,Iron,Baked Dijon Salmon
13,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,0mg,Thiamin,Baked Dijon Salmon
14,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,14mg,Niacin,Baked Dijon Salmon
15,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,1mg,Vitamin B6,Baked Dijon Salmon
16,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,47mg,Magnesium,Baked Dijon Salmon
17,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/,42mcg,Folate,Baked Dijon Salmon
0,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,10.7g,Total Fat,Spicy Garlic Lime Chicken
1,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,5.0g,Saturated Fat,Spicy Garlic Lime Chicken
2,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,84mg,Cholesterol,Spicy Garlic Lime Chicken
3,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,555mg,Sodium,Spicy Garlic Lime Chicken
4,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,341mg,Potassium,Spicy Garlic Lime Chicken
5,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,2.4g,Total Carbohydrates,Spicy Garlic Lime Chicken
6,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,0.3g,Dietary Fiber,Spicy Garlic Lime Chicken
7,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,27.7g,Protein,Spicy Garlic Lime Chicken
8,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,1g,Sugars,Spicy Garlic Lime Chicken
9,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,299IU,Vitamin A,Spicy Garlic Lime Chicken
10,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,5mg,Vitamin C,Spicy Garlic Lime Chicken
11,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,21mg,Calcium,Spicy Garlic Lime Chicken
12,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,1mg,Iron,Spicy Garlic Lime Chicken
13,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,0mg,Thiamin,Spicy Garlic Lime Chicken
14,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,19mg,Niacin,Spicy Garlic Lime Chicken
15,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,1mg,Vitamin B6,Spicy Garlic Lime Chicken
16,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,36mg,Magnesium,Spicy Garlic Lime Chicken
17,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/,7mcg,Folate,Spicy Garlic Lime Chicken
0,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,32.1g,Total Fat,Juicy Roasted Chicken
1,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,7.0g,Saturated Fat,Juicy Roasted Chicken
2,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,97mg,Cholesterol,Juicy Roasted Chicken
3,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,662mg,Sodium,Juicy Roasted Chicken
4,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,305mg,Potassium,Juicy Roasted Chicken
5,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,1.2g,Total Carbohydrates,Juicy Roasted Chicken
6,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,0.2g,Dietary Fiber,Juicy Roasted Chicken
7,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,30.9g,Protein,Juicy Roasted Chicken
8,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,1g,Sugars,Juicy Roasted Chicken
9,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,799IU,Vitamin A,Juicy Roasted Chicken
10,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,0mg,Vitamin C,Juicy Roasted Chicken
11,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,28mg,Calcium,Juicy Roasted Chicken
12,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,2mg,Iron,Juicy Roasted Chicken
13,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,0mg,Thiamin,Juicy Roasted Chicken
14,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,10mg,Niacin,Juicy Roasted Chicken
15,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,0mg,Vitamin B6,Juicy Roasted Chicken
16,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,28mg,Magnesium,Juicy Roasted Chicken
17,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,11mcg,Folate,Juicy Roasted Chicken
0,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,31.2g,Total Fat,Famous Butter Chicken
1,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,17.0g,Saturated Fat,Famous Butter Chicken
2,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,222mg,Cholesterol,Famous Butter Chicken
3,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,639mg,Sodium,Famous Butter Chicken
4,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,346mg,Potassium,Famous Butter Chicken
5,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,9.3g,Total Carbohydrates,Famous Butter Chicken
6,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,0.4g,Dietary Fiber,Famous Butter Chicken
7,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,31.6g,Protein,Famous Butter Chicken
8,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,1g,Sugars,Famous Butter Chicken
9,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,856IU,Vitamin A,Famous Butter Chicken
10,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,1mg,Vitamin C,Famous Butter Chicken
11,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,45mg,Calcium,Famous Butter Chicken
12,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,2mg,Iron,Famous Butter Chicken
13,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,0mg,Thiamin,Famous Butter Chicken
14,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,20mg,Niacin,Famous Butter Chicken
15,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,1mg,Vitamin B6,Famous Butter Chicken
16,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,37mg,Magnesium,Famous Butter Chicken
17,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/,17mcg,Folate,Famous Butter Chicken
0,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,18.5g,Total Fat,Hamburger Steak with Onions and Gravy
1,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,6.0g,Saturated Fat,Hamburger Steak with Onions and Gravy
2,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,115mg,Cholesterol,Hamburger Steak with Onions and Gravy
3,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,597mg,Sodium,Hamburger Steak with Onions and Gravy
4,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,387mg,Potassium,Hamburger Steak with Onions and Gravy
5,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,13.5g,Total Carbohydrates,Hamburger Steak with Onions and Gravy
6,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,1.2g,Dietary Fiber,Hamburger Steak with Onions and Gravy
7,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,23.1g,Protein,Hamburger Steak with Onions and Gravy
8,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,3g,Sugars,Hamburger Steak with Onions and Gravy
9,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,124IU,Vitamin A,Hamburger Steak with Onions and Gravy
10,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,3mg,Vitamin C,Hamburger Steak with Onions and Gravy
11,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,50mg,Calcium,Hamburger Steak with Onions and Gravy
12,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,3mg,Iron,Hamburger Steak with Onions and Gravy
13,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,0mg,Thiamin,Hamburger Steak with Onions and Gravy
14,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,10mg,Niacin,Hamburger Steak with Onions and Gravy
15,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,0mg,Vitamin B6,Hamburger Steak with Onions and Gravy
16,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,27mg,Magnesium,Hamburger Steak with Onions and Gravy
17,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,37mcg,Folate,Hamburger Steak with Onions and Gravy
0,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/,51.9g,Total Fat,Baked Salmon II
1,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/,8.0g,Saturated Fat,Baked Salmon II
2,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/,75mg,Cholesterol,Baked Salmon II
3,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/,1235mg,Sodium,Baked Salmon II
4,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/,665mg,Potassium,Baked Salmon II
5,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/,2.9g,Total Carbohydrates,Baked Salmon II
6,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/,0.7g,Dietary Fiber,Baked Salmon II
