,URL,amount,nutrient,recipe
7,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,20.8g,Protein,Tuscan Flank Steak
8,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,1g,Sugars,Tuscan Flank Steak
9,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,312IU,Vitamin A,Tuscan Flank Steak
10,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,16mg,Vitamin C,Tuscan Flank Steak
11,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,40mg,Calcium,Tuscan Flank Steak
12,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,2mg,Iron,Tuscan Flank Steak
13,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,0mg,Thiamin,Tuscan Flank Steak
14,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,8mg,Niacin,Tuscan Flank Steak
15,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,0mg,Vitamin B6,Tuscan Flank Steak
16,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,24mg,Magnesium,Tuscan Flank Steak
17,https://www.allrecipes.com/recipe/229452/tuscan-flank-steak/,15mcg,Folate,Tuscan Flank Steak
0,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,32.9g,Total Fat,Chef John's Cashew Chicken 
1,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,6.0g,Saturated Fat,Chef John's Cashew Chicken 
2,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,73mg,Cholesterol,Chef John's Cashew Chicken 
3,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,829mg,Sodium,Chef John's Cashew Chicken 
4,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,665mg,Potassium,Chef John's Cashew Chicken 
5,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,30.4g,Total Carbohydrates,Chef John's Cashew Chicken 
6,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,2g,Dietary Fiber,Chef John's Cashew Chicken 
7,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,33.5g,Protein,Chef John's Cashew Chicken 
8,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,12g,Sugars,Chef John's Cashew Chicken 
9,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,1175IU,Vitamin A,Chef John's Cashew Chicken 
10,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,48mg,Vitamin C,Chef John's Cashew Chicken 
11,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,54mg,Calcium,Chef John's Cashew Chicken 
12,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,4mg,Iron,Chef John's Cashew Chicken 
13,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,0mg,Thiamin,Chef John's Cashew Chicken 
14,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,20mg,Niacin,Chef John's Cashew Chicken 
15,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,1mg,Vitamin B6,Chef John's Cashew Chicken 
16,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,132mg,Magnesium,Chef John's Cashew Chicken 
17,https://www.allrecipes.com/recipe/233687/chef-johns-cashew-chicken/,42mcg,Folate,Chef John's Cashew Chicken 
0,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,49.8g,Total Fat,Chef John's Paper Pork Shoulder
1,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,18.0g,Saturated Fat,Chef John's Paper Pork Shoulder
2,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,208mg,Cholesterol,Chef John's Paper Pork Shoulder
3,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,2080mg,Sodium,Chef John's Paper Pork Shoulder
4,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,823mg,Potassium,Chef John's Paper Pork Shoulder
5,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,4.6g,Total Carbohydrates,Chef John's Paper Pork Shoulder
6,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,0.7g,Dietary Fiber,Chef John's Paper Pork Shoulder
7,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,54.4g,Protein,Chef John's Paper Pork Shoulder
8,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,3g,Sugars,Chef John's Paper Pork Shoulder
9,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,843IU,Vitamin A,Chef John's Paper Pork Shoulder
10,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,3mg,Vitamin C,Chef John's Paper Pork Shoulder
11,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,68mg,Calcium,Chef John's Paper Pork Shoulder
12,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,4mg,Iron,Chef John's Paper Pork Shoulder
13,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,1mg,Thiamin,Chef John's Paper Pork Shoulder
14,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,20mg,Niacin,Chef John's Paper Pork Shoulder
15,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,1mg,Vitamin B6,Chef John's Paper Pork Shoulder
16,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,48mg,Magnesium,Chef John's Paper Pork Shoulder
17,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,14mcg,Folate,Chef John's Paper Pork Shoulder
0,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,41.3g,Total Fat,Good Frickin' Paprika Chicken
1,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,10.0g,Saturated Fat,Good Frickin' Paprika Chicken
2,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,167mg,Cholesterol,Good Frickin' Paprika Chicken
3,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,258mg,Sodium,Good Frickin' Paprika Chicken
4,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,494mg,Potassium,Good Frickin' Paprika Chicken
5,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,5.8g,Total Carbohydrates,Good Frickin' Paprika Chicken
6,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,1.4g,Dietary Fiber,Good Frickin' Paprika Chicken
7,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,54.1g,Protein,Good Frickin' Paprika Chicken
8,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,3g,Sugars,Good Frickin' Paprika Chicken
9,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,2248IU,Vitamin A,Good Frickin' Paprika Chicken
10,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,4mg,Vitamin C,Good Frickin' Paprika Chicken
11,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,66mg,Calcium,Good Frickin' Paprika Chicken
12,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,3mg,Iron,Good Frickin' Paprika Chicken
13,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,0mg,Thiamin,Good Frickin' Paprika Chicken
14,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,22mg,Niacin,Good Frickin' Paprika Chicken
15,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,1mg,Vitamin B6,Good Frickin' Paprika Chicken
16,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,51mg,Magnesium,Good Frickin' Paprika Chicken
17,https://www.allrecipes.com/recipe/221093/good-frickin-paprika-chicken/,16mcg,Folate,Good Frickin' Paprika Chicken
0,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,52.9g,Total Fat,Mint Crusted Rack of Lamb
1,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,18.0g,Saturated Fat,Mint Crusted Rack of Lamb
2,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,122mg,Cholesterol,Mint Crusted Rack of Lamb
3,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,625mg,Sodium,Mint Crusted Rack of Lamb
4,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,387mg,Potassium,Mint Crusted Rack of Lamb
5,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,20.2g,Total Carbohydrates,Mint Crusted Rack of Lamb
6,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,0.7g,Dietary Fiber,Mint Crusted Rack of Lamb
7,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,29g,Protein,Mint Crusted Rack of Lamb
8,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,7g,Sugars,Mint Crusted Rack of Lamb
9,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,108IU,Vitamin A,Mint Crusted Rack of Lamb
10,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,5mg,Vitamin C,Mint Crusted Rack of Lamb
11,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,88mg,Calcium,Mint Crusted Rack of Lamb
12,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,3mg,Iron,Mint Crusted Rack of Lamb
13,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,0mg,Thiamin,Mint Crusted Rack of Lamb
14,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,15mg,Niacin,Mint Crusted Rack of Lamb
15,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,0mg,Vitamin B6,Mint Crusted Rack of Lamb
16,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,32mg,Magnesium,Mint Crusted Rack of Lamb
17,https://www.allrecipes.com/recipe/221005/mint-crusted-rack-of-lamb/,41mcg,Folate,Mint Crusted Rack of Lamb
0,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,48.1g,Total Fat,Green Coconut Chicken
1,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,25.0g,Saturated Fat,Green Coconut Chicken
2,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,128mg,Cholesterol,Green Coconut Chicken
3,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,805mg,Sodium,Green Coconut Chicken
4,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,1143mg,Potassium,Green Coconut Chicken
5,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,31.4g,Total Carbohydrates,Green Coconut Chicken
6,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,7g,Dietary Fiber,Green Coconut Chicken
7,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,42.9g,Protein,Green Coconut Chicken
8,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,10g,Sugars,Green Coconut Chicken
9,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,12069IU,Vitamin A,Green Coconut Chicken
10,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,27mg,Vitamin C,Green Coconut Chicken
11,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,158mg,Calcium,Green Coconut Chicken
12,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,8mg,Iron,Green Coconut Chicken
13,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,0mg,Thiamin,Green Coconut Chicken
14,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,10mg,Niacin,Green Coconut Chicken
15,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,1mg,Vitamin B6,Green Coconut Chicken
16,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,145mg,Magnesium,Green Coconut Chicken
17,https://www.allrecipes.com/recipe/221270/green-coconut-chicken/,95mcg,Folate,Green Coconut Chicken
0,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,19.3g,Total Fat,Miso Maple-Glazed Salmon
1,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,4.0g,Saturated Fat,Miso Maple-Glazed Salmon
2,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,83mg,Cholesterol,Miso Maple-Glazed Salmon
3,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,902mg,Sodium,Miso Maple-Glazed Salmon
4,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,561mg,Potassium,Miso Maple-Glazed Salmon
5,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,16g,Total Carbohydrates,Miso Maple-Glazed Salmon
6,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,0.8g,Dietary Fiber,Miso Maple-Glazed Salmon
7,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,30.5g,Protein,Miso Maple-Glazed Salmon
8,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,12g,Sugars,Miso Maple-Glazed Salmon
9,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,166IU,Vitamin A,Miso Maple-Glazed Salmon
10,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,5mg,Vitamin C,Miso Maple-Glazed Salmon
11,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,37mg,Calcium,Miso Maple-Glazed Salmon
12,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,1mg,Iron,Miso Maple-Glazed Salmon
13,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,0mg,Thiamin,Miso Maple-Glazed Salmon
14,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,16mg,Niacin,Miso Maple-Glazed Salmon
15,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,1mg,Vitamin B6,Miso Maple-Glazed Salmon
16,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,48mg,Magnesium,Miso Maple-Glazed Salmon
17,https://www.allrecipes.com/recipe/220324/miso-maple-glazed-salmon/,47mcg,Folate,Miso Maple-Glazed Salmon
0,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,24g,Total Fat,Chef John's Scalloped Oysters
1,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,13.0g,Saturated Fat,Chef John's Scalloped Oysters
2,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,125mg,Cholesterol,Chef John's Scalloped Oysters
3,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,469mg,Sodium,Chef John's Scalloped Oysters
4,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,230mg,Potassium,Chef John's Scalloped Oysters
5,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,18.1g,Total Carbohydrates,Chef John's Scalloped Oysters
6,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,0.6g,Dietary Fiber,Chef John's Scalloped Oysters
7,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,11.3g,Protein,Chef John's Scalloped Oysters
8,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,0g,Sugars,Chef John's Scalloped Oysters
9,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,823IU,Vitamin A,Chef John's Scalloped Oysters
10,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,5mg,Vitamin C,Chef John's Scalloped Oysters
11,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,87mg,Calcium,Chef John's Scalloped Oysters
12,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,9mg,Iron,Chef John's Scalloped Oysters
13,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,0mg,Thiamin,Chef John's Scalloped Oysters
14,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,5mg,Niacin,Chef John's Scalloped Oysters
15,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,0mg,Vitamin B6,Chef John's Scalloped Oysters
16,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,67mg,Magnesium,Chef John's Scalloped Oysters
17,https://www.allrecipes.com/recipe/222401/chef-johns-scalloped-oysters/,36mcg,Folate,Chef John's Scalloped Oysters
0,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,12.2g,Total Fat,Pickle Brine Chicken
1,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,2.0g,Saturated Fat,Pickle Brine Chicken
2,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,129mg,Cholesterol,Pickle Brine Chicken
3,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,5452mg,Sodium,Pickle Brine Chicken
4,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,415mg,Potassium,Pickle Brine Chicken
5,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,10.9g,Total Carbohydrates,Pickle Brine Chicken
6,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,0.3g,Dietary Fiber,Pickle Brine Chicken
7,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,47.3g,Protein,Pickle Brine Chicken
8,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,7g,Sugars,Pickle Brine Chicken
9,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,118IU,Vitamin A,Pickle Brine Chicken
10,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,0mg,Vitamin C,Pickle Brine Chicken
11,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,33mg,Calcium,Pickle Brine Chicken
12,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,2mg,Iron,Pickle Brine Chicken
13,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,0mg,Thiamin,Pickle Brine Chicken
14,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,30mg,Niacin,Pickle Brine Chicken
15,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,1mg,Vitamin B6,Pickle Brine Chicken
16,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,47mg,Magnesium,Pickle Brine Chicken
17,https://www.allrecipes.com/recipe/238385/pickle-brine-chicken/,6mcg,Folate,Pickle Brine Chicken
0,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,37.1g,Total Fat,Chicken and Olives
1,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,10.0g,Saturated Fat,Chicken and Olives
2,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,207mg,Cholesterol,Chicken and Olives
3,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,901mg,Sodium,Chicken and Olives
4,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,659mg,Potassium,Chicken and Olives
5,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,6.7g,Total Carbohydrates,Chicken and Olives
6,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,1.8g,Dietary Fiber,Chicken and Olives
7,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,69.1g,Protein,Chicken and Olives
8,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,0g,Sugars,Chicken and Olives
9,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,710IU,Vitamin A,Chicken and Olives
10,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,25mg,Vitamin C,Chicken and Olives
11,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,76mg,Calcium,Chicken and Olives
12,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,3mg,Iron,Chicken and Olives
13,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,0mg,Thiamin,Chicken and Olives
14,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,42mg,Niacin,Chicken and Olives
15,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,1mg,Vitamin B6,Chicken and Olives
16,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,73mg,Magnesium,Chicken and Olives
17,https://www.allrecipes.com/recipe/237240/chicken-and-olives/,18mcg,Folate,Chicken and Olives
0,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,18.6g,Total Fat,Chef John's New Orleans-Style Barbequed Shrimp 
1,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,9.0g,Saturated Fat,Chef John's New Orleans-Style Barbequed Shrimp 
2,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,290mg,Cholesterol,Chef John's New Orleans-Style Barbequed Shrimp 
3,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,837mg,Sodium,Chef John's New Orleans-Style Barbequed Shrimp 
4,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,404mg,Potassium,Chef John's New Orleans-Style Barbequed Shrimp 
5,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,7.8g,Total Carbohydrates,Chef John's New Orleans-Style Barbequed Shrimp 
6,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,2g,Dietary Fiber,Chef John's New Orleans-Style Barbequed Shrimp 
7,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,29g,Protein,Chef John's New Orleans-Style Barbequed Shrimp 
8,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,1g,Sugars,Chef John's New Orleans-Style Barbequed Shrimp 
9,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,787IU,Vitamin A,Chef John's New Orleans-Style Barbequed Shrimp 
10,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,27mg,Vitamin C,Chef John's New Orleans-Style Barbequed Shrimp 
11,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,101mg,Calcium,Chef John's New Orleans-Style Barbequed Shrimp 
12,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,5mg,Iron,Chef John's New Orleans-Style Barbequed Shrimp 
13,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,0mg,Thiamin,Chef John's New Orleans-Style Barbequed Shrimp 
14,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,4mg,Niacin,Chef John's New Orleans-Style Barbequed Shrimp 
15,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,0mg,Vitamin B6,Chef John's New Orleans-Style Barbequed Shrimp 
16,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,55mg,Magnesium,Chef John's New Orleans-Style Barbequed Shrimp 
17,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,9mcg,Folate,Chef John's New Orleans-Style Barbequed Shrimp 
0,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,45.3g,Total Fat,Roasted Lamb Breast
1,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,17.0g,Saturated Fat,Roasted Lamb Breast
2,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,180mg,Cholesterol,Roasted Lamb Breast
3,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,1302mg,Sodium,Roasted Lamb Breast
4,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,641mg,Potassium,Roasted Lamb Breast
5,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,7.7g,Total Carbohydrates,Roasted Lamb Breast
6,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,2.8g,Dietary Fiber,Roasted Lamb Breast
7,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,46.2g,Protein,Roasted Lamb Breast
8,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,2g,Sugars,Roasted Lamb Breast
9,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,1140IU,Vitamin A,Roasted Lamb Breast
10,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,32mg,Vitamin C,Roasted Lamb Breast
11,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,99mg,Calcium,Roasted Lamb Breast
12,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,6mg,Iron,Roasted Lamb Breast
13,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,0mg,Thiamin,Roasted Lamb Breast
14,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,21mg,Niacin,Roasted Lamb Breast
15,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,0mg,Vitamin B6,Roasted Lamb Breast
16,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,61mg,Magnesium,Roasted Lamb Breast
17,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,57mcg,Folate,Roasted Lamb Breast
0,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,22.6g,Total Fat,Chicken Cordon Bleu Sandwich
1,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,12g,Saturated Fat,Chicken Cordon Bleu Sandwich
2,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,78mg,Cholesterol,Chicken Cordon Bleu Sandwich
3,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,741mg,Sodium,Chicken Cordon Bleu Sandwich
4,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,251mg,Potassium,Chicken Cordon Bleu Sandwich
5,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,24.1g,Total Carbohydrates,Chicken Cordon Bleu Sandwich
6,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,1.4g,Dietary Fiber,Chicken Cordon Bleu Sandwich
7,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,20.9g,Protein,Chicken Cordon Bleu Sandwich
8,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,4g,Sugars,Chicken Cordon Bleu Sandwich
9,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,630IU,Vitamin A,Chicken Cordon Bleu Sandwich
10,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,8mg,Vitamin C,Chicken Cordon Bleu Sandwich
11,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,277mg,Calcium,Chicken Cordon Bleu Sandwich
12,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,2mg,Iron,Chicken Cordon Bleu Sandwich
13,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,0mg,Thiamin,Chicken Cordon Bleu Sandwich
14,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,8mg,Niacin,Chicken Cordon Bleu Sandwich
15,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,0mg,Vitamin B6,Chicken Cordon Bleu Sandwich
16,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,32mg,Magnesium,Chicken Cordon Bleu Sandwich
17,https://www.allrecipes.com/recipe/230567/chicken-cordon-bleu-sandwich/,57mcg,Folate,Chicken Cordon Bleu Sandwich
