,URL,amount,nutrient,recipe
11,https://www.allrecipes.com/recipe/21368/breakfast-burritos/,301mg,Calcium,Breakfast Burritos
12,https://www.allrecipes.com/recipe/21368/breakfast-burritos/,4mg,Iron,Breakfast Burritos
13,https://www.allrecipes.com/recipe/21368/breakfast-burritos/,1mg,Thiamin,Breakfast Burritos
14,https://www.allrecipes.com/recipe/21368/breakfast-burritos/,9mg,Niacin,Breakfast Burritos
15,https://www.allrecipes.com/recipe/21368/breakfast-burritos/,0mg,Vitamin B6,Breakfast Burritos
16,https://www.allrecipes.com/recipe/21368/breakfast-burritos/,48mg,Magnesium,Breakfast Burritos
17,https://www.allrecipes.com/recipe/21368/breakfast-burritos/,108mcg,Folate,Breakfast Burritos
0,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,6.5g,Total Fat,Gluten Free Banana Bread
1,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,4.0g,Saturated Fat,Gluten Free Banana Bread
2,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,39mg,Cholesterol,Gluten Free Banana Bread
3,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,156mg,Sodium,Gluten Free Banana Bread
4,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,197mg,Potassium,Gluten Free Banana Bread
5,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,18.7g,Total Carbohydrates,Gluten Free Banana Bread
6,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,1.2g,Dietary Fiber,Gluten Free Banana Bread
7,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,1.3g,Protein,Gluten Free Banana Bread
8,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,14g,Sugars,Gluten Free Banana Bread
9,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,236IU,Vitamin A,Gluten Free Banana Bread
10,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,4mg,Vitamin C,Gluten Free Banana Bread
11,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,32mg,Calcium,Gluten Free Banana Bread
12,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,0mg,Iron,Gluten Free Banana Bread
13,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,0mg,Thiamin,Gluten Free Banana Bread
14,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,1mg,Niacin,Gluten Free Banana Bread
15,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,0mg,Vitamin B6,Gluten Free Banana Bread
16,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,15mg,Magnesium,Gluten Free Banana Bread
17,https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,12mcg,Folate,Gluten Free Banana Bread
0,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,16.7g,Total Fat,Bird's Nest Breakfast Cups
1,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,6.0g,Saturated Fat,Bird's Nest Breakfast Cups
2,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,199mg,Cholesterol,Bird's Nest Breakfast Cups
3,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,723mg,Sodium,Bird's Nest Breakfast Cups
4,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,423mg,Potassium,Bird's Nest Breakfast Cups
5,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,13.3g,Total Carbohydrates,Bird's Nest Breakfast Cups
6,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,1.1g,Dietary Fiber,Bird's Nest Breakfast Cups
7,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,11.4g,Protein,Bird's Nest Breakfast Cups
8,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,0g,Sugars,Bird's Nest Breakfast Cups
9,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,332IU,Vitamin A,Bird's Nest Breakfast Cups
10,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,7mg,Vitamin C,Bird's Nest Breakfast Cups
11,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,95mg,Calcium,Bird's Nest Breakfast Cups
12,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,2mg,Iron,Bird's Nest Breakfast Cups
13,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,0mg,Thiamin,Bird's Nest Breakfast Cups
14,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,2mg,Niacin,Bird's Nest Breakfast Cups
15,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,0mg,Vitamin B6,Bird's Nest Breakfast Cups
16,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,10mg,Magnesium,Bird's Nest Breakfast Cups
17,https://www.allrecipes.com/recipe/231488/birds-nest-breakfast-cups/,25mcg,Folate,Bird's Nest Breakfast Cups
0,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,40.3g,Total Fat,Wake-Up Casserole
1,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,20.0g,Saturated Fat,Wake-Up Casserole
2,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,266mg,Cholesterol,Wake-Up Casserole
3,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,1599mg,Sodium,Wake-Up Casserole
4,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,336mg,Potassium,Wake-Up Casserole
5,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,17.6g,Total Carbohydrates,Wake-Up Casserole
6,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,2g,Dietary Fiber,Wake-Up Casserole
7,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,32.1g,Protein,Wake-Up Casserole
8,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,2g,Sugars,Wake-Up Casserole
9,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,837IU,Vitamin A,Wake-Up Casserole
10,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,21mg,Vitamin C,Wake-Up Casserole
11,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,471mg,Calcium,Wake-Up Casserole
12,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,2mg,Iron,Wake-Up Casserole
13,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,0mg,Thiamin,Wake-Up Casserole
14,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,9mg,Niacin,Wake-Up Casserole
15,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,0mg,Vitamin B6,Wake-Up Casserole
16,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,33mg,Magnesium,Wake-Up Casserole
17,https://www.allrecipes.com/recipe/239848/wake-up-casserole/,33mcg,Folate,Wake-Up Casserole
0,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,19.4g,Total Fat,Cheesy Fried Potatoes
1,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,10.0g,Saturated Fat,Cheesy Fried Potatoes
2,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,133mg,Cholesterol,Cheesy Fried Potatoes
3,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,287mg,Sodium,Cheesy Fried Potatoes
4,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,624mg,Potassium,Cheesy Fried Potatoes
5,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,30.6g,Total Carbohydrates,Cheesy Fried Potatoes
6,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,2.1g,Dietary Fiber,Cheesy Fried Potatoes
7,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,11.1g,Protein,Cheesy Fried Potatoes
8,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,3g,Sugars,Cheesy Fried Potatoes
9,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,446IU,Vitamin A,Cheesy Fried Potatoes
10,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,18mg,Vitamin C,Cheesy Fried Potatoes
11,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,125mg,Calcium,Cheesy Fried Potatoes
12,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,1mg,Iron,Cheesy Fried Potatoes
13,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,0mg,Thiamin,Cheesy Fried Potatoes
14,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,5mg,Niacin,Cheesy Fried Potatoes
15,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,0mg,Vitamin B6,Cheesy Fried Potatoes
16,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,44mg,Magnesium,Cheesy Fried Potatoes
17,https://www.allrecipes.com/recipe/20511/cheesy-fried-potatoes/,28mcg,Folate,Cheesy Fried Potatoes
0,https://www.allrecipes.com/recipe/70749/migas-ii/,12.8g,Total Fat,Migas II
1,https://www.allrecipes.com/recipe/70749/migas-ii/,3.0g,Saturated Fat,Migas II
2,https://www.allrecipes.com/recipe/70749/migas-ii/,166mg,Cholesterol,Migas II
3,https://www.allrecipes.com/recipe/70749/migas-ii/,115mg,Sodium,Migas II
4,https://www.allrecipes.com/recipe/70749/migas-ii/,199mg,Potassium,Migas II
5,https://www.allrecipes.com/recipe/70749/migas-ii/,29.2g,Total Carbohydrates,Migas II
6,https://www.allrecipes.com/recipe/70749/migas-ii/,3.9g,Dietary Fiber,Migas II
7,https://www.allrecipes.com/recipe/70749/migas-ii/,10.2g,Protein,Migas II
8,https://www.allrecipes.com/recipe/70749/migas-ii/,2g,Sugars,Migas II
9,https://www.allrecipes.com/recipe/70749/migas-ii/,317IU,Vitamin A,Migas II
10,https://www.allrecipes.com/recipe/70749/migas-ii/,0mg,Vitamin C,Migas II
11,https://www.allrecipes.com/recipe/70749/migas-ii/,93mg,Calcium,Migas II
12,https://www.allrecipes.com/recipe/70749/migas-ii/,1mg,Iron,Migas II
13,https://www.allrecipes.com/recipe/70749/migas-ii/,0mg,Thiamin,Migas II
14,https://www.allrecipes.com/recipe/70749/migas-ii/,3mg,Niacin,Migas II
15,https://www.allrecipes.com/recipe/70749/migas-ii/,0mg,Vitamin B6,Migas II
16,https://www.allrecipes.com/recipe/70749/migas-ii/,52mg,Magnesium,Migas II
17,https://www.allrecipes.com/recipe/70749/migas-ii/,21mcg,Folate,Migas II
0,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,41.9g,Total Fat,Chili Relleno Casserole
1,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,25.0g,Saturated Fat,Chili Relleno Casserole
2,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,211mg,Cholesterol,Chili Relleno Casserole
3,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,1475mg,Sodium,Chili Relleno Casserole
4,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,503mg,Potassium,Chili Relleno Casserole
5,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,12.6g,Total Carbohydrates,Chili Relleno Casserole
6,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,1.4g,Dietary Fiber,Chili Relleno Casserole
7,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,34.6g,Protein,Chili Relleno Casserole
8,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,5g,Sugars,Chili Relleno Casserole
9,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,1829IU,Vitamin A,Chili Relleno Casserole
10,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,39mg,Vitamin C,Chili Relleno Casserole
11,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,935mg,Calcium,Chili Relleno Casserole
12,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,2mg,Iron,Chili Relleno Casserole
13,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,0mg,Thiamin,Chili Relleno Casserole
14,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,8mg,Niacin,Chili Relleno Casserole
15,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,0mg,Vitamin B6,Chili Relleno Casserole
16,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,60mg,Magnesium,Chili Relleno Casserole
17,https://www.allrecipes.com/recipe/217018/chili-relleno-casserole/,48mcg,Folate,Chili Relleno Casserole
0,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,23.2g,Total Fat,Ham and Hash Brown Quiche
1,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,12.0g,Saturated Fat,Ham and Hash Brown Quiche
2,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,140mg,Cholesterol,Ham and Hash Brown Quiche
3,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,663mg,Sodium,Ham and Hash Brown Quiche
4,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,519mg,Potassium,Ham and Hash Brown Quiche
5,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,16.2g,Total Carbohydrates,Ham and Hash Brown Quiche
6,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,1.4g,Dietary Fiber,Ham and Hash Brown Quiche
7,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,13.8g,Protein,Ham and Hash Brown Quiche
8,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,2g,Sugars,Ham and Hash Brown Quiche
9,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,550IU,Vitamin A,Ham and Hash Brown Quiche
10,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,19mg,Vitamin C,Ham and Hash Brown Quiche
11,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,184mg,Calcium,Ham and Hash Brown Quiche
12,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,1mg,Iron,Ham and Hash Brown Quiche
13,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,0mg,Thiamin,Ham and Hash Brown Quiche
14,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,3mg,Niacin,Ham and Hash Brown Quiche
15,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,0mg,Vitamin B6,Ham and Hash Brown Quiche
16,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,15mg,Magnesium,Ham and Hash Brown Quiche
17,https://www.allrecipes.com/recipe/229284/ham-and-hash-brown-quiche/,18mcg,Folate,Ham and Hash Brown Quiche
0,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,11.3g,Total Fat,Chilaquiles II
1,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,3.0g,Saturated Fat,Chilaquiles II
2,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,117mg,Cholesterol,Chilaquiles II
3,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,677mg,Sodium,Chilaquiles II
4,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,196mg,Potassium,Chilaquiles II
5,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,36.3g,Total Carbohydrates,Chilaquiles II
6,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,5g,Dietary Fiber,Chilaquiles II
7,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,9.6g,Protein,Chilaquiles II
8,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,2g,Sugars,Chilaquiles II
9,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,191IU,Vitamin A,Chilaquiles II
10,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,0mg,Vitamin C,Chilaquiles II
11,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,122mg,Calcium,Chilaquiles II
12,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,2mg,Iron,Chilaquiles II
13,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,0mg,Thiamin,Chilaquiles II
14,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,3mg,Niacin,Chilaquiles II
15,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,0mg,Vitamin B6,Chilaquiles II
16,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,62mg,Magnesium,Chilaquiles II
17,https://www.allrecipes.com/recipe/45729/chilaquiles-ii/,20mcg,Folate,Chilaquiles II
0,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,12.6g,Total Fat,Sausage Egg Muffins
1,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,4.0g,Saturated Fat,Sausage Egg Muffins
2,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,199mg,Cholesterol,Sausage Egg Muffins
3,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,251mg,Sodium,Sausage Egg Muffins
4,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,127mg,Potassium,Sausage Egg Muffins
5,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,1.6g,Total Carbohydrates,Sausage Egg Muffins
6,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,0.2g,Dietary Fiber,Sausage Egg Muffins
7,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,8.7g,Protein,Sausage Egg Muffins
8,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,1g,Sugars,Sausage Egg Muffins
9,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,277IU,Vitamin A,Sausage Egg Muffins
10,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,4mg,Vitamin C,Sausage Egg Muffins
11,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,32mg,Calcium,Sausage Egg Muffins
12,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,1mg,Iron,Sausage Egg Muffins
13,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,0mg,Thiamin,Sausage Egg Muffins
14,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,2mg,Niacin,Sausage Egg Muffins
15,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,0mg,Vitamin B6,Sausage Egg Muffins
16,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,10mg,Magnesium,Sausage Egg Muffins
17,https://www.allrecipes.com/recipe/21602/sausage-egg-muffins/,26mcg,Folate,Sausage Egg Muffins
0,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,6.1g,Total Fat,Cranberry Apple Bread
1,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,1.0g,Saturated Fat,Cranberry Apple Bread
2,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,16mg,Cholesterol,Cranberry Apple Bread
3,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,104mg,Sodium,Cranberry Apple Bread
4,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,75mg,Potassium,Cranberry Apple Bread
5,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,29.3g,Total Carbohydrates,Cranberry Apple Bread
6,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,1.7g,Dietary Fiber,Cranberry Apple Bread
7,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,3g,Protein,Cranberry Apple Bread
8,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,15g,Sugars,Cranberry Apple Bread
9,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,38IU,Vitamin A,Cranberry Apple Bread
10,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,2mg,Vitamin C,Cranberry Apple Bread
11,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,38mg,Calcium,Cranberry Apple Bread
12,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,1mg,Iron,Cranberry Apple Bread
13,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,0mg,Thiamin,Cranberry Apple Bread
14,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,2mg,Niacin,Cranberry Apple Bread
15,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,0mg,Vitamin B6,Cranberry Apple Bread
16,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,14mg,Magnesium,Cranberry Apple Bread
17,https://www.allrecipes.com/recipe/22468/cranberry-apple-bread/,36mcg,Folate,Cranberry Apple Bread
0,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,3.1g,Total Fat,Best Breakfast Cookie
1,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,0.0g,Saturated Fat,Best Breakfast Cookie
2,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,0mg,Cholesterol,Best Breakfast Cookie
3,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,221mg,Sodium,Best Breakfast Cookie
4,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,153mg,Potassium,Best Breakfast Cookie
5,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,33.9g,Total Carbohydrates,Best Breakfast Cookie
6,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,1.7g,Dietary Fiber,Best Breakfast Cookie
7,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,3.6g,Protein,Best Breakfast Cookie
8,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,14g,Sugars,Best Breakfast Cookie
9,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,146IU,Vitamin A,Best Breakfast Cookie
10,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,0mg,Vitamin C,Best Breakfast Cookie
11,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,27mg,Calcium,Best Breakfast Cookie
12,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,1mg,Iron,Best Breakfast Cookie
13,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,0mg,Thiamin,Best Breakfast Cookie
14,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,2mg,Niacin,Best Breakfast Cookie
15,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,0mg,Vitamin B6,Best Breakfast Cookie
16,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,18mg,Magnesium,Best Breakfast Cookie
17,https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/,34mcg,Folate,Best Breakfast Cookie
0,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,42.5g,Total Fat,Shredded Potato Quiche
1,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,22.0g,Saturated Fat,Shredded Potato Quiche
2,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,320mg,Cholesterol,Shredded Potato Quiche
3,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,722mg,Sodium,Shredded Potato Quiche
4,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,755mg,Potassium,Shredded Potato Quiche
5,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,23.3g,Total Carbohydrates,Shredded Potato Quiche
6,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,1.6g,Dietary Fiber,Shredded Potato Quiche
7,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,27.9g,Protein,Shredded Potato Quiche
8,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,2g,Sugars,Shredded Potato Quiche
9,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,1024IU,Vitamin A,Shredded Potato Quiche
10,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,22mg,Vitamin C,Shredded Potato Quiche
11,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,385mg,Calcium,Shredded Potato Quiche
12,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,2mg,Iron,Shredded Potato Quiche
13,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,0mg,Thiamin,Shredded Potato Quiche
14,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,7mg,Niacin,Shredded Potato Quiche
15,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,0mg,Vitamin B6,Shredded Potato Quiche
16,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,30mg,Magnesium,Shredded Potato Quiche
17,https://www.allrecipes.com/recipe/24345/shredded-potato-quiche/,33mcg,Folate,Shredded Potato Quiche
0,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,1.2g,Total Fat,Ricotta Cheese Pancakes
1,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,0.0g,Saturated Fat,Ricotta Cheese Pancakes
2,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,< 1mg,Cholesterol,Ricotta Cheese Pancakes
3,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,236mg,Sodium,Ricotta Cheese Pancakes
4,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,138mg,Potassium,Ricotta Cheese Pancakes
5,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,13.7g,Total Carbohydrates,Ricotta Cheese Pancakes
6,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,1g,Dietary Fiber,Ricotta Cheese Pancakes
7,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,5.2g,Protein,Ricotta Cheese Pancakes
8,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,3g,Sugars,Ricotta Cheese Pancakes
9,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,128IU,Vitamin A,Ricotta Cheese Pancakes
10,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,3mg,Vitamin C,Ricotta Cheese Pancakes
11,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,120mg,Calcium,Ricotta Cheese Pancakes
12,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,1mg,Iron,Ricotta Cheese Pancakes
13,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,0mg,Thiamin,Ricotta Cheese Pancakes
14,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,2mg,Niacin,Ricotta Cheese Pancakes
15,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,0mg,Vitamin B6,Ricotta Cheese Pancakes
16,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,8mg,Magnesium,Ricotta Cheese Pancakes
17,https://www.allrecipes.com/recipe/74968/ricotta-cheese-pancakes/,28mcg,Folate,Ricotta Cheese Pancakes
0,https://www.allrecipes.com/recipe/221007/candied-bacon/,10.4g,Total Fat,Candied Bacon
1,https://www.allrecipes.com/recipe/221007/candied-bacon/,3g,Saturated Fat,Candied Bacon
2,https://www.allrecipes.com/recipe/221007/candied-bacon/,27mg,Cholesterol,Candied Bacon
3,https://www.allrecipes.com/recipe/221007/candied-bacon/,577mg,Sodium,Candied Bacon
4,https://www.allrecipes.com/recipe/221007/candied-bacon/,168mg,Potassium,Candied Bacon
5,https://www.allrecipes.com/recipe/221007/candied-bacon/,13.9g,Total Carbohydrates,Candied Bacon
6,https://www.allrecipes.com/recipe/221007/candied-bacon/,0g,Dietary Fiber,Candied Bacon
7,https://www.allrecipes.com/recipe/221007/candied-bacon/,9.2g,Protein,Candied Bacon
8,https://www.allrecipes.com/recipe/221007/candied-bacon/,13g,Sugars,Candied Bacon
9,https://www.allrecipes.com/recipe/221007/candied-bacon/,10IU,Vitamin A,Candied Bacon
10,https://www.allrecipes.com/recipe/221007/candied-bacon/,0mg,Vitamin C,Candied Bacon
